County,incident_acres_burned,incident_longitude,incident_latitude,Date,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),Year,Population,Density,Land Area (mi),None,D0,D1,D2,D3,D4,Temp Difference,Avg Temperature (F),Wind Speed to Wind Run Ratio,Precip to Solar Rad Ratio,Weather Intensity,Dew Point,Month,Day
shasta,37.0,-122.309,40.774,2017-10-31,0.08,0.0,326.0,6.0,43.075,5.149999999999999,89.0,3.6,85.8,52.7,2017,179921.0,47.64856991525424,3776.0,100.0,0.0,0.0,0.0,0.0,0.0,5.149999999999999,43.075,0.0419580419580419,0.0,135.67499999999998,40.875,10,31
inyo,407.0,-118.01651,36.602575,2013-02-24,0.12,0.0,431.0,1.8,35.150000000000006,1.499999999999993,52.0,5.5,132.9,41.7,2013,18351.0,1.7996469549867609,10197.0,0.0,100.0,100.0,92.19,0.0,0.0,1.499999999999993,35.150000000000006,0.0413844996237772,0.0,92.65,25.550000000000004,2,24
san bernardino,30.0,-116.941311,34.288877,2013-04-20,0.23,0.0,646.0,4.2,50.6,27.999999999999982,33.0,3.3,79.5,58.9,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,74.64,54.54,0.0,0.0,27.999999999999982,50.6,0.0415094339622641,0.0,86.89999999999999,37.2,4,20
madera,274.0,-119.635004,37.116295,2013-04-30,0.28,0.0,650.0,9.4,50.1,34.999999999999986,90.0,6.4,153.1,69.8,2013,151527.0,70.90641085634067,2137.0,0.0,100.0,100.0,33.76,0.0,0.0,34.999999999999986,50.1,0.0418027433050293,0.0,146.5,48.1,4,30
tehama,6896.0,-121.595555,40.190062,2013-05-01,0.285,0.0,655.5,7.800000000000001,51.1625,32.825,88.5,6.4,153.8,67.6,2013,63212.0,21.435062733129875,2949.0,0.0,100.0,0.0,0.0,0.0,0.0,32.825,51.1625,0.0416124837451235,0.0,146.0625,48.8625,5,1
napa,75.0,-122.350844,38.441792,2013-04-30,0.29,0.0,661.0,6.2,52.225,30.65,87.0,6.4,154.5,65.4,2013,138538.0,184.2260638297872,752.0,0.0,100.0,0.0,0.0,0.0,0.0,30.65,52.225,0.0414239482200647,0.0,145.625,49.62499999999999,4,30
sonoma,125.0,-122.655616,38.638828,2013-05-01,0.25,0.0,649.0,6.5,55.775000000000006,15.35,84.0,4.2,101.0,61.8,2013,489993.0,311.1066666666667,1575.0,0.0,100.0,0.0,0.0,0.0,0.0,15.35,55.775000000000006,0.0415841584158415,0.0,143.975,52.575,5,1
riverside,2956.0,-116.941311,34.288877,2013-05-01,0.23,0.0,659.0,12.1,50.625,43.05,77.0,4.1,97.8,67.6,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,43.94,0.0,0.0,43.05,50.625,0.041922290388548,0.0,131.725,46.025,5,1
san benito,354.0,-120.937494,37.160346,2013-05-03,0.26,0.0,640.0,7.7,56.425,27.05,71.0,3.3,78.7,67.4,2013,56599.0,40.74802015838733,1389.0,0.0,100.0,58.47,0.0,0.0,0.0,27.05,56.425,0.0419313850063532,0.0,130.72500000000002,50.62500000000001,5,3
glenn,217.0,-122.560862,39.514139,2013-05-01,0.275,0.0,657.5,7.15,56.087500000000006,35.075,55.5,3.8,90.45,66.5,2013,27851.0,21.19558599695586,1314.0,0.0,100.0,0.0,0.0,0.0,0.0,35.075,56.087500000000006,0.0420121614151464,0.0,115.3875,47.18750000000001,5,1
san bernardino,75.0,-117.4408,34.1834,2013-05-13,0.29,0.0,675.0,6.6,55.75000000000001,43.10000000000001,40.0,4.3,102.2,65.6,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.74,76.6,0.0,0.0,43.10000000000001,55.75000000000001,0.0420743639921722,0.0,100.05,43.75000000000001,5,13
riverside,650.0,-116.855019,33.894055,2013-05-04,0.26,0.0,677.0,8.4,48.0,40.0,71.0,5.1,121.9,66.0,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,43.94,0.0,0.0,40.0,48.0,0.0418375717801476,0.0,124.1,42.2,5,4
kern,4346.0,-118.9411,34.7861,2013-05-15,0.225,0.0,642.5,11.1,44.175,38.95,84.0,4.3,102.35,67.05,2013,853606.0,104.9300553165335,8135.0,0.0,100.0,100.0,100.0,0.0,0.0,38.95,44.175,0.0420127015144113,0.0,132.47500000000002,40.975,5,15
ventura,4346.0,-118.9411,34.7861,2013-05-15,0.19,0.0,608.0,13.8,40.35,37.9,97.0,3.5,82.8,68.1,2013,833516.0,452.7517653449213,1841.0,0.0,100.0,98.75,11.1,0.0,0.0,37.9,40.35,0.0422705314009661,0.0,140.85,39.74999999999999,5,15
riverside,40.0,-116.161201,33.655638,2013-05-16,0.2,0.0,591.0,13.0,43.25,46.5,80.0,4.9,118.1,69.2,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,52.16,0.0,0.0,46.5,43.25,0.0414902624894157,0.0,128.15,39.25,5,16
los angeles,712.0,-118.610044,34.49149,2013-05-17,0.07,0.0,254.0,14.6,37.875,53.55,84.0,2.7,65.9,67.7,2013,9935375.0,2447.136699507389,4060.0,0.0,100.0,100.0,29.18,0.0,0.0,53.55,37.875,0.0409711684370257,0.0,124.575,34.675,5,17
madera,91.0,-119.7917,37.1927,2013-05-19,0.28,0.0,710.0,10.6,49.625,38.25,82.0,6.3,151.3,71.0,2013,151527.0,70.90641085634067,2137.0,0.0,100.0,100.0,100.0,0.0,0.0,38.25,49.625,0.0416391275611368,0.0,137.925,46.025,5,19
san luis obispo,35.0,-120.91375,35.49864,2013-05-20,0.27,0.0,701.0,8.1,51.35,37.10000000000001,75.0,4.1,98.1,65.3,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,92.17,0.0,0.0,37.10000000000001,51.35,0.0417940876656472,0.0,130.45,46.35,5,20
riverside,25.0,-116.907213,33.96201,2013-05-20,0.29,0.0,741.0,11.7,55.725,37.65,79.0,4.9,117.8,69.8,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,52.16,0.0,0.0,37.65,55.725,0.0415959252971137,0.0,139.625,51.52499999999999,5,20
riverside,90.0,-116.6534,33.9582,2013-05-21,0.24,0.0,663.0,13.3,50.5,44.2,84.0,4.5,107.2,70.4,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,52.16,0.0,0.0,44.2,50.5,0.0419776119402985,0.0,139.0,47.3,5,21
san joaquin,303.0,-120.90325,38.04993,2013-05-30,0.27,0.0,716.0,10.8,49.775000000000006,32.95,87.0,6.2,149.9,67.9,2013,699593.0,502.58117816091954,1392.0,0.0,100.0,100.0,0.0,0.0,0.0,32.95,49.775000000000006,0.0413609072715143,0.0,142.975,47.175,5,30
san diego,100.0,-116.900368,32.564465,2013-05-22,0.2,0.0,623.0,15.4,39.525,51.250000000000014,97.0,5.3,126.7,66.4,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,19.43,0.0,0.0,51.250000000000014,39.525,0.0418310970797158,0.0,141.82500000000002,38.925,5,22
san diego,2650.0,-116.52579,33.12111,2013-05-23,0.21,0.0,687.0,13.6,36.625,49.05,86.0,5.3,127.8,64.9,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,19.43,0.0,0.0,49.05,36.625,0.041471048513302,0.0,127.925,33.825,5,23
san luis obispo,50.0,-120.6368,35.5123,2013-05-25,0.2,0.0,717.0,9.5,38.2,27.200000000000003,90.0,3.3,78.2,63.4,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,92.17,0.0,0.0,27.200000000000003,38.2,0.0421994884910485,0.0,131.5,36.2,5,25
riverside,124.0,-117.187934,33.963591,2013-05-25,0.2,0.0,597.0,11.1,43.525,43.250000000000014,77.0,4.6,109.9,68.6,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,52.16,0.0,0.0,43.250000000000014,43.525,0.0418562329390354,0.0,125.125,38.925,5,25
san diego,2500.0,-116.5209,33.04458,2013-05-26,0.21,0.0,664.0,13.8,38.400000000000006,45.2,98.0,4.3,104.2,69.4,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,19.43,0.0,0.0,45.2,38.400000000000006,0.0412667946257197,0.0,140.70000000000002,38.00000000000001,5,26
santa barbara,1984.0,-119.82429,34.55048,2013-05-27,0.24,0.0,611.0,11.8,49.975,34.15,93.0,7.3,174.9,70.2,2013,429699.0,157.1686174103877,2734.0,0.0,100.0,100.0,77.85,0.0,0.0,34.15,49.975,0.0417381360777587,0.0,150.275,48.575,5,27
los angeles,149.0,-118.58688,34.419284,2013-05-28,0.14,0.0,465.0,15.3,41.25,49.7,85.0,2.7,65.9,68.4,2013,9935375.0,2447.136699507389,4060.0,0.0,100.0,100.0,29.18,0.0,0.0,49.7,41.25,0.0409711684370257,0.0,128.95,38.25,5,28
santa barbara,170.0,-120.074655,34.611824,2013-05-28,0.24,0.0,646.0,13.4,47.975,34.550000000000004,95.0,7.8,186.6,70.6,2013,429699.0,157.1686174103877,2734.0,0.0,100.0,100.0,77.85,0.0,0.0,34.550000000000004,47.975,0.0418006430868167,0.0,150.775,46.975,5,28
san luis obispo,500.0,-120.05131,35.15832,2013-06-01,0.28,0.0,701.0,9.0,58.1,32.2,71.0,4.0,94.9,65.9,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,92.17,0.0,0.0,32.2,58.1,0.042149631190727,0.0,133.1,52.3,6,1
tuolumne,100.0,-120.33313,37.91529,2013-06-02,0.275,0.0,704.0,12.95,58.9125,34.325,79.5,3.7,88.7,69.85,2013,54221.0,24.41287708239532,2221.0,0.0,100.0,100.0,62.75,0.0,0.0,34.325,58.9125,0.0417136414881623,0.0,142.11249999999998,54.8125,6,2
butte,298.0,-121.576804,39.434183,2013-06-03,0.27,0.0,707.0,16.9,59.725,36.45,88.0,3.4,82.5,73.8,2013,220869.0,135.00550122249388,1636.0,0.0,100.0,100.0,0.0,0.0,0.0,36.45,59.725,0.0412121212121212,0.0,151.125,57.325,6,3
riverside,0.0,-116.84137,33.99647,2013-06-09,0.23,0.0,694.0,14.6,49.35,45.9,82.0,4.4,106.3,72.0,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,78.54,0.0,0.0,45.9,49.35,0.0413922859830667,0.0,135.75,45.74999999999999,6,9
sonoma,28.0,-122.0437,38.4229,2013-06-10,0.04,0.0,180.0,14.1,32.400000000000006,50.4,97.0,3.7,88.5,64.9,2013,489993.0,311.1066666666667,1575.0,0.0,100.0,100.0,0.0,0.0,0.0,50.4,32.400000000000006,0.0418079096045197,0.0,133.1,31.800000000000004,6,10
solano,28.0,-122.0437,38.4229,2013-06-10,0.0666666666666666,0.0,525.0,13.0,37.175,52.55,75.0,6.3,152.1,72.1,2013,419674.0,510.5523114355231,822.0,0.0,100.0,100.0,0.0,0.0,0.0,52.55,37.175,0.0414201183431952,0.0,118.475,32.175000000000004,6,10
lake,28.0,-122.0437,38.4229,2013-06-10,0.0933333333333333,0.0,575.3333333333334,12.733333333333333,42.90833333333333,45.21666666666666,78.0,5.9,142.53333333333333,75.39999999999999,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,0.0,0.0,0.0,45.21666666666666,42.90833333333333,0.0413938260056127,0.0,126.80833333333334,38.50833333333333,6,10
colusa,28.0,-122.0437,38.4229,2013-06-10,0.12,0.0,625.6666666666666,12.466666666666669,48.64166666666667,37.88333333333334,81.0,5.5,132.96666666666667,78.7,2013,21284.0,18.49174630755865,1151.0,0.0,100.0,100.0,0.0,0.0,0.0,37.88333333333334,48.64166666666667,0.0413637503133617,0.0,135.14166666666668,44.84166666666668,6,10
merced,124.0,-121.006939,37.03776,2013-06-04,0.1466666666666666,0.0,676.0,12.2,54.375,30.550000000000004,84.0,5.1,123.4,82.0,2013,260867.0,134.6062951496388,1938.0,0.0,100.0,100.0,99.97,0.0,0.0,30.550000000000004,54.375,0.0413290113452188,0.0,143.475,51.175,6,4
lake,30.0,-122.703193,38.99233,2013-06-05,0.1733333333333333,0.0,671.3333333333334,20.9,51.04583333333334,35.925,85.0,3.9,94.35,78.2,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,0.0,0.0,0.0,35.925,51.04583333333334,0.0413354531001589,0.0,139.94583333333335,48.04583333333334,6,5
los angeles,30274.0,-118.423176,34.585595,2013-05-30,0.2,0.0,666.6666666666666,29.6,47.71666666666667,41.3,86.0,2.7,65.3,74.39999999999999,2013,9935375.0,2447.136699507389,4060.0,0.0,100.0,100.0,29.18,0.0,0.0,41.3,47.71666666666667,0.0413476263399693,0.0,136.41666666666666,44.91666666666667,5,30
alameda,240.0,-121.737213,37.775057,2013-06-08,0.23,0.0,662.0,15.3,48.025,44.250000000000014,85.0,3.6,86.4,70.6,2013,1553764.0,2108.2279511533243,737.0,0.0,100.0,100.0,0.0,0.0,0.0,44.250000000000014,48.025,0.0416666666666666,0.0,136.625,45.025,6,8
riverside,42.0,-117.1265,33.96936,2013-06-08,0.24,0.0,676.0,14.8,48.25000000000001,46.10000000000001,83.0,5.0,119.8,71.7,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.23,78.54,0.0,0.0,46.10000000000001,48.25000000000001,0.0417362270450751,0.0,136.25,44.85000000000001,6,8
amador,96.0,-120.966016,38.27783,2013-06-12,0.25,0.0,717.0,10.0,48.425,35.85,84.0,4.0,95.1,72.8,2013,37104.0,62.35966386554622,595.0,0.0,100.0,100.0,0.0,0.0,0.0,35.85,48.425,0.0420609884332281,0.0,136.425,45.225,6,12
madera,75.0,-119.75636,37.169379,2013-06-12,0.25,0.0,720.0,12.5,53.7,40.6,88.0,1.2,27.9,79.0,2013,151527.0,70.90641085634067,2137.0,0.0,100.0,100.0,100.0,0.0,0.0,40.6,53.7,0.043010752688172,0.0,142.89999999999998,51.3,6,12
fresno,108.0,-119.628389,36.772425,2013-06-13,0.34,0.0,775.0,7.9,52.325,30.05,57.0,9.1,217.7,72.3,2013,945045.0,158.6178247734139,5958.0,0.0,100.0,100.0,100.0,0.0,0.0,30.05,52.325,0.0418006430868167,0.0,118.42499999999998,43.725,6,13
mariposa,1708.0,-119.91071,37.58202,2013-06-16,0.295,0.0,744.5,8.7,50.4625,34.02499999999999,65.0,6.449999999999999,154.45,71.85,2013,17881.0,12.340234644582472,1449.0,0.0,100.0,100.0,100.0,0.0,0.0,34.02499999999999,50.4625,0.0417610877306571,0.0,121.9125,43.4625,6,16
placer,237.0,-121.380862,38.729297,2013-06-13,0.25,0.0,714.0,9.5,48.6,37.99999999999999,73.0,3.8,91.2,71.4,2013,360263.0,256.0504619758351,1407.0,0.0,100.0,100.0,0.0,0.0,0.0,37.99999999999999,48.6,0.0416666666666666,0.0,125.4,43.2,6,13
fresno,35.0,-119.558244,36.763367,2013-06-13,0.34,0.0,775.0,7.9,52.325,30.05,57.0,9.1,217.7,72.3,2013,945045.0,158.6178247734139,5958.0,0.0,100.0,100.0,100.0,0.0,0.0,30.05,52.325,0.0418006430868167,0.0,118.42499999999998,43.725,6,13
riverside,40.0,-117.302057,34.001745,2013-06-14,0.24,0.0,691.0,14.0,49.525000000000006,42.45,83.0,4.4,105.0,72.0,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.21,79.2,0.0,0.0,42.45,49.525000000000006,0.0419047619047619,0.0,136.925,46.12500000000001,6,14
madera,480.0,-119.78106,37.015575,2013-06-16,0.25,0.0,737.0,10.5,55.900000000000006,32.2,80.0,1.2,28.9,78.6,2013,151527.0,70.90641085634067,2137.0,0.0,100.0,100.0,100.0,0.0,0.0,32.2,55.900000000000006,0.0415224913494809,0.0,137.1,51.900000000000006,6,16
solano,124.0,-122.13802,38.08744,2013-06-18,0.295,0.0,710.0,9.7,44.9,45.39999999999999,69.0,6.4,153.4,71.5,2013,419674.0,510.5523114355231,822.0,0.0,100.0,100.0,0.0,0.0,0.0,45.39999999999999,44.9,0.0417209908735332,0.0,120.3,38.7,6,18
fresno,46.0,-119.463757,37.03087,2013-06-17,0.34,0.0,736.0,8.9,54.025,37.05,54.0,8.6,207.2,70.8,2013,945045.0,158.6178247734139,5958.0,0.0,100.0,100.0,100.0,0.0,0.0,37.05,54.025,0.0415057915057915,0.0,116.625,44.825,6,17
fresno,150.0,-119.2248,36.7218,2013-06-25,0.25,0.0,623.0,16.6,51.075,51.55,75.0,5.6,133.4,71.8,2013,945045.0,158.6178247734139,5958.0,0.0,100.0,100.0,100.0,0.0,0.0,51.55,51.075,0.0419790104947526,0.0,131.67499999999998,46.075,6,25
lake,25.0,-122.81796,38.98058,2013-06-20,0.29,0.0,650.5,12.85,55.9625,49.425000000000026,64.5,5.6,133.75,70.5,2013,63954.0,50.9593625498008,1255.0,0.0,100.0,100.0,0.0,0.0,0.0,49.425000000000026,55.9625,0.0418691588785046,0.0,126.0625,48.8625,6,20
san bernardino,534.0,-117.048397,34.071556,2013-06-28,0.33,0.0,678.0,9.1,60.85,47.30000000000001,54.0,5.6,134.1,69.2,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.73,80.73,0.0,0.0,47.30000000000001,60.85,0.0417598806860551,0.0,120.45,51.64999999999999,6,28
contra costa,274.0,-121.74367,39.90465,2013-07-01,0.3,0.0,660.0,18.1,60.1,43.8,82.0,4.5,108.5,81.3,2013,1077548.0,1502.8563458856345,717.0,0.0,100.0,100.0,100.0,0.0,0.0,43.8,60.1,0.0414746543778801,0.0,146.6,56.49999999999999,7,1
monterey,105.0,-120.8973,36.1531,2013-06-29,0.36,0.0,709.0,12.4,61.87499999999999,31.14999999999999,85.0,7.5,179.8,78.5,2013,424788.0,129.42961608775138,3282.0,0.0,100.0,100.0,100.0,0.0,0.0,31.14999999999999,61.87499999999999,0.0417130144605116,0.0,154.375,58.87499999999999,6,29
contra costa,492.0,-121.91453,37.96866,2013-07-01,0.3,0.0,660.0,18.1,60.1,43.8,82.0,4.5,108.5,81.3,2013,1077548.0,1502.8563458856345,717.0,0.0,100.0,100.0,100.0,0.0,0.0,43.8,60.1,0.0414746543778801,0.0,146.6,56.49999999999999,7,1
modoc,502.0,-121.035,41.2415,2013-07-03,0.26,0.0,608.0,14.8,54.87499999999999,43.14999999999999,79.0,4.9,116.6,70.2,2013,9351.0,2.3685410334346506,3948.0,0.0,100.0,100.0,100.0,0.0,0.0,43.14999999999999,54.87499999999999,0.0420240137221269,0.0,138.775,50.67499999999999,7,3
tehama,200.0,-122.079871,40.012398,2013-07-04,0.25,0.0,622.5,15.85,52.875,44.75,79.0,4.15,99.55,72.7,2013,63212.0,21.435062733129875,2949.0,0.0,100.0,100.0,100.0,0.0,0.0,44.75,52.875,0.041687594173782,0.0,136.025,48.675,7,4
alameda,50.0,-121.5869,37.7393,2013-07-04,0.24,0.0,637.0,16.9,50.87500000000001,46.35000000000001,79.0,3.4,82.5,75.2,2013,1553764.0,2108.2279511533243,737.0,0.0,100.0,100.0,100.0,0.0,0.0,46.35000000000001,50.87500000000001,0.0412121212121212,0.0,133.275,46.675,7,4
alameda,38.0,-121.86216,37.74241,2013-07-06,0.22,0.0,674.0,14.2,40.47500000000001,46.74999999999999,90.0,4.2,101.4,73.6,2013,1553764.0,2108.2279511533243,737.0,0.0,100.0,100.0,100.0,0.0,0.0,46.74999999999999,40.47500000000001,0.0414201183431952,0.0,134.675,38.47500000000001,7,6
san diego,7055.0,-116.47381,32.95435,2013-07-06,0.19,0.0,574.0,18.7,41.825,55.45,89.0,3.3,79.5,75.1,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,31.28,0.0,0.0,55.45,41.825,0.0415094339622641,0.0,134.125,39.62499999999999,7,6
san luis obispo,85.0,-120.83417,35.62743,2013-07-07,0.2,0.0,639.0,13.0,42.075,43.15,88.0,3.2,77.3,70.0,2013,274160.0,83.05362011511663,3301.0,0.0,100.0,100.0,100.0,0.0,0.0,43.15,42.075,0.0413971539456662,0.0,133.27499999999998,39.675,7,7
yuba,73.0,-121.31634,39.206,2013-07-08,0.28,0.0,707.0,13.5,54.075,49.95,65.0,3.9,92.9,78.6,2013,72774.0,115.1487341772152,632.0,0.0,100.0,100.0,100.0,0.0,0.0,49.95,54.075,0.0419806243272335,0.0,122.975,47.075,7,8
shasta,43.0,-122.7338,40.373,2013-07-09,0.29,0.0,707.0,9.8,55.175,24.15000000000001,80.0,5.0,119.5,65.6,2013,177875.0,47.10672669491525,3776.0,0.0,100.0,100.0,100.0,0.0,0.0,24.15000000000001,55.175,0.0418410041841004,0.0,140.175,51.175,7,9
el dorado,572.0,-120.298,38.774,2013-07-08,0.31,0.0,719.0,9.1,50.275,53.14999999999999,44.0,6.3,151.2,67.9,2013,180575.0,105.72306791569086,1708.0,0.0,100.0,100.0,85.58,0.0,0.0,53.14999999999999,50.275,0.0416666666666666,0.0,100.575,39.075,7,8
santa clara,50.0,-121.7804,37.1438,2013-07-12,0.24,0.0,670.0,13.7,48.525,36.05,100.0,6.3,150.7,66.1,2013,1837853.0,1423.588690937258,1291.0,0.0,100.0,100.0,100.0,0.0,0.0,36.05,48.525,0.0418049104180491,0.0,154.82500000000002,48.525,7,12
stanislaus,150.0,-121.1955,37.436,2013-07-12,0.25,0.0,653.0,13.6,53.725,34.85000000000001,90.0,4.8,114.9,71.9,2013,520424.0,347.8770053475936,1496.0,0.0,100.0,100.0,100.0,0.0,0.0,34.85000000000001,53.725,0.04177545691906,0.0,148.525,51.725,7,12
riverside,27531.0,-116.72885,33.7095,2013-07-15,0.27,0.0,691.0,14.5,51.775,53.750000000000014,74.0,4.1,99.6,75.0,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.56,0.0,0.0,53.750000000000014,51.775,0.0411646586345381,0.0,129.875,46.575,7,15
humboldt,0.0,-123.376,41.333,2013-08-03,0.29,0.0,669.0,13.15,54.275,51.750000000000014,69.0,5.05,121.45,72.75,2013,134572.0,37.71636771300449,3568.0,0.0,100.0,100.0,100.0,0.0,0.0,51.750000000000014,54.275,0.0415808974886784,0.0,128.32500000000002,48.075,8,3
san bernardino,75.0,-117.352,34.316,2013-07-25,0.31,0.0,647.0,11.8,56.775,49.750000000000014,64.0,6.0,143.3,70.5,2013,2073512.0,103.3242973888778,20068.0,0.0,100.0,90.8,81.03,0.0,0.0,49.750000000000014,56.775,0.0418702023726448,0.0,126.775,49.575,7,25
san diego,25.0,-116.707335,32.612773,2013-07-28,0.19,0.0,609.0,16.9,41.37500000000001,49.35000000000001,94.0,4.0,94.8,74.5,2013,3174335.0,753.998812351544,4210.0,0.0,100.0,100.0,31.28,0.0,0.0,49.35000000000001,41.37500000000001,0.0421940928270042,0.0,139.375,40.175,7,28
fresno,22992.0,-119.318,37.279,2013-07-22,0.26,0.02,535.0,15.0,52.575,60.150000000000006,55.0,6.4,153.0,76.7,2013,945045.0,158.6178247734139,5958.0,0.0,100.0,100.0,100.0,0.0,0.0,60.150000000000006,52.575,0.0418300653594771,3.738317757009346e-05,113.995,43.575,7,22
siskiyou,14754.0,-123.176,41.32,2013-07-31,0.24,0.0,616.0,10.7,49.475,33.15,90.0,4.9,116.8,73.0,2013,44079.0,7.020066889632108,6279.0,0.0,100.0,100.0,100.0,0.0,0.0,33.15,49.475,0.0419520547945205,0.0,144.375,47.475,7,31
butte,92.0,-121.50354,39.6612,2013-08-01,0.19,0.0,655.0,23.0,50.00000000000001,37.60000000000001,100.0,3.0,71.1,73.9,2013,220869.0,135.00550122249388,1636.0,0.0,100.0,100.0,100.0,0.0,0.0,37.60000000000001,50.00000000000001,0.0421940928270042,0.0,153.0,50.00000000000001,8,1
riverside,150.0,-117.164997,33.990128,2013-07-16,0.29,0.0,723.0,10.0,53.175,44.95,63.0,4.4,106.0,74.5,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.56,0.0,0.0,44.95,53.175,0.0415094339622641,0.0,120.57500000000002,45.775000000000006,7,16
riverside,60.0,-116.99895,33.91027,2013-08-04,0.24,0.0,661.0,14.2,51.275,43.55,84.0,3.7,89.4,71.9,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.69,0.0,0.0,43.55,51.275,0.0413870246085011,0.0,138.975,48.075,8,4
kern,612.0,-118.93388,34.90327,2013-07-23,0.2249999999999999,0.0,594.0,14.1,51.05,44.900000000000006,78.5,3.6,86.15,73.6,2013,853606.0,104.9300553165335,8135.0,0.0,100.0,100.0,100.0,0.0,0.0,44.900000000000006,51.05,0.0417875798026697,0.0,133.15,46.75,7,23
mendocino,45.0,-123.067671,38.980846,2013-07-23,0.21,0.0,527.0,14.0,50.825,46.25000000000001,73.0,3.5,82.9,75.3,2013,87288.0,24.889649272882806,3507.0,0.0,100.0,100.0,100.0,0.0,0.0,46.25000000000001,50.825,0.0422195416164053,0.0,127.325,45.425,7,23
kern,500.0,-118.9194,34.882,2013-07-19,0.19,0.0,531.3333333333334,13.733333333333333,47.60833333333333,44.61666666666666,80.33333333333333,2.6666666666666665,63.266666666666666,72.26666666666667,2013,853606.0,104.9300553165335,8135.0,0.0,100.0,100.0,100.0,0.0,0.0,44.61666666666666,47.60833333333333,0.042149631190727,0.0,130.60833333333332,43.67499999999999,7,19
tehama,195.0,-122.330879,39.961309,2013-07-19,0.1699999999999999,0.0,535.6666666666666,13.466666666666669,44.39166666666666,42.98333333333333,87.66666666666667,1.8333333333333333,43.63333333333333,69.23333333333333,2013,63212.0,21.435062733129875,2949.0,0.0,100.0,100.0,100.0,0.0,0.0,42.98333333333333,44.39166666666666,0.042016806722689,0.0,133.89166666666668,41.92499999999999,7,19
sonoma,158.0,-122.51253,38.17693,2013-07-26,0.15,0.0,540.0,13.2,41.175,41.35,95.0,1.0,24.0,66.2,2013,489993.0,311.1066666666667,1575.0,0.0,100.0,100.0,100.0,0.0,0.0,41.35,41.175,0.0416666666666666,0.0,137.175,40.175,7,26
el dorado,163.0,-121.08438,38.63987,2013-07-19,0.3,0.0,655.0,9.1,57.1875,34.875,47.0,4.6,109.5,66.7,2013,180575.0,105.72306791569086,1708.0,0.0,100.0,100.0,100.0,0.0,0.0,34.875,57.1875,0.0420091324200913,0.0,108.7875,46.5875,7,19
sacramento,163.0,-121.08438,38.63987,2013-07-19,0.26,0.0,650.0,14.4,60.75,36.7,76.0,3.2,77.5,83.4,2013,1444852.0,1497.255958549223,965.0,0.0,100.0,100.0,100.0,0.0,0.0,36.7,60.75,0.0412903225806451,0.0,139.95,55.95,7,19
riverside,40.0,-117.2508,33.9634,2013-07-19,0.26,0.0,653.0,14.6,53.325,48.05,74.0,4.2,100.7,73.1,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.56,0.0,0.0,48.05,53.325,0.041708043694141,0.0,131.52499999999998,48.12499999999999,7,19
riverside,15.0,-117.09306,33.94528,2013-07-19,0.26,0.0,653.0,14.6,53.325,48.05,74.0,4.2,100.7,73.1,2013,2261204.0,313.66403107227075,7209.0,0.0,100.0,89.36,79.56,0.0,0.0,48.05,53.325,0.041708043694141,0.0,131.52499999999998,48.12499999999999,7,19
calaveras,31.0,-120.696362,37.965364,2013-07-22,0.26,0.0,663.3333333333334,13.866666666666667,53.14999999999999,46.3,76.0,4.133333333333334,99.36666666666667,72.66666666666666,2013,44815.0,43.93627450980392,1020.0,0.0,100.0,100.0,100.0,0.0,0.0,46.3,53.14999999999999,0.0415967796041596,0.0,133.2833333333333,48.35,7,22
