County,incident_acres_burned,incident_longitude,incident_latitude,Date,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),Year,Population,Density,Land Area (mi),None,D0,D1,D2,D3,D4,Temp Difference,Avg Temperature (F),Wind Speed to Wind Run Ratio,Precip to Solar Rad Ratio,Weather Intensity,Dew Point,Month,Day
alameda,30.0,-121.79733,37.533026,2018-08-04,0.19,0.0,576.0,14.3,45.15,39.500000000000014,90.0,2.6,62.3,70.7,2018,1666756.0,2261.5413839891453,737.0,0.0,100.0,0.0,0.0,0.0,0.0,39.500000000000014,45.15,0.0417335473515248,0.0,137.75,43.15,8,4
kern,3156.0,-118.83556,35.37444,2018-08-03,0.28,0.0,688.0,16.1,58.3,48.6,80.0,3.6,86.2,82.4,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.12,0.0,0.0,0.0,48.6,58.3,0.0417633410672853,0.0,141.9,54.3,8,3
colusa,410203.0,-123.103367,39.243283,2018-07-27,0.22,0.0,611.0,22.8,53.775,48.55,90.0,3.6,87.1,77.0,2018,21418.0,18.608166811468287,1151.0,0.0,100.0,77.72,0.0,0.0,0.0,48.55,53.775,0.0413318025258323,0.0,147.375,51.775,7,27
mendocino,410203.0,-123.103367,39.243283,2018-07-27,0.29,0.0,701.0,22.4,62.150000000000006,27.1,91.0,3.1,78.69999999999999,71.8,2018,87401.0,24.92187054462504,3507.0,0.0,100.0,23.36,0.0,0.0,0.0,27.1,62.150000000000006,0.0393900889453621,0.0,156.25,60.35000000000001,7,27
glenn,410203.0,-123.103367,39.243283,2018-07-27,0.2734999999999999,0.0,679.5,22.0,62.5375,27.175000000000004,84.5,2.6,70.3,75.73333333333333,2018,27967.0,21.28386605783866,1314.0,0.0,100.0,72.06,0.0,0.0,0.0,27.175000000000004,62.5375,0.0369843527738264,0.0,149.6375,59.43749999999999,7,27
lake,410203.0,-123.103367,39.243283,2018-07-27,0.257,0.0,658.0,21.6,62.925,27.249999999999996,78.0,2.1,61.9,79.66666666666666,2018,64317.0,51.24860557768924,1255.0,0.0,100.0,88.62,0.0,0.0,0.0,27.249999999999996,62.925,0.0339256865912762,0.0,143.025,58.525,7,27
tulare,100.0,-118.82989,36.21634,2018-07-27,0.26,0.0,676.0,21.2,57.075,53.150000000000006,98.0,2.2,53.5,83.6,2018,464589.0,96.30783582089552,4824.0,0.0,100.0,18.03,0.0,0.0,0.0,53.150000000000006,57.075,0.0411214953271028,0.0,157.27499999999998,56.675,7,27
colusa,48920.0,-123.11971,39.04786,2018-07-27,0.22,0.0,611.0,22.8,53.775,48.55,90.0,3.6,87.1,77.0,2018,21418.0,18.608166811468287,1151.0,0.0,100.0,77.72,0.0,0.0,0.0,48.55,53.775,0.0413318025258323,0.0,147.375,51.775,7,27
lake,48920.0,-123.11971,39.04786,2018-07-27,0.257,0.0,658.0,22.066666666666663,62.925,27.249999999999996,78.0,2.1,84.16666666666666,74.4,2018,64317.0,51.24860557768924,1255.0,0.0,100.0,88.62,0.0,0.0,0.0,27.249999999999996,62.925,0.0249504950495049,0.0,143.025,58.525,7,27
mendocino,48920.0,-123.11971,39.04786,2018-07-27,0.29,0.0,701.0,21.333333333333336,62.150000000000006,27.1,91.0,2.7,81.23333333333333,71.8,2018,87401.0,24.92187054462504,3507.0,0.0,100.0,23.36,0.0,0.0,0.0,27.1,62.150000000000006,0.0332375871973738,0.0,155.85,60.35000000000001,7,27
kern,993.0,-118.817934,35.387408,2018-07-27,0.27,0.0,643.0,20.6,58.225,58.64999999999999,80.0,3.3,78.3,84.1,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.09,0.0,0.0,0.0,58.64999999999999,58.225,0.0421455938697318,0.0,141.525,54.225,7,27
lassen,18703.0,-120.868091,40.633536,2018-07-27,0.2333333333333333,0.0,554.6666666666666,18.766666666666666,57.45,54.766666666666666,77.33333333333333,2.9,68.76666666666667,80.93333333333332,2018,30618.0,6.742567716362035,4541.0,100.0,0.0,0.0,0.0,0.0,0.0,54.766666666666666,57.45,0.0421715947649054,0.0,137.68333333333334,52.91666666666666,7,27
tuolumne,36450.0,-119.929,38.349,2018-08-01,0.1966666666666666,0.0,466.33333333333337,16.933333333333334,56.675,50.88333333333334,74.66666666666667,2.5,59.23333333333333,77.76666666666667,2018,54387.0,24.487618190004504,2221.0,8.17,91.83,0.0,0.0,0.0,0.0,50.88333333333334,56.675,0.0422059651097355,0.0,133.84166666666667,51.60833333333334,8,1
inyo,338.0,-118.970443,37.735461,2018-07-31,0.16,0.0,378.0,15.1,55.9,47.000000000000014,72.0,2.1,49.7,74.6,2018,17946.0,1.759929390997352,10197.0,0.0,100.0,0.64,0.0,0.0,0.0,47.000000000000014,55.9,0.0422535211267605,0.0,130.0,50.3,7,31
riverside,30.0,-117.43521,33.85852,2018-07-28,0.25,0.0,655.0,21.2,54.275,53.14999999999999,91.0,4.1,99.5,80.1,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,53.14999999999999,54.275,0.0412060301507537,0.0,149.375,52.475,7,28
san diego,207.0,-117.24044,33.41476,2018-07-28,0.21,0.0,622.0,20.4,45.225,59.45,89.0,2.9,68.8,78.7,2018,3333861.0,791.890973871734,4210.0,0.0,100.0,100.0,100.0,0.0,0.0,59.45,45.225,0.0421511627906976,0.0,137.125,43.025,7,28
sutter,1200.0,-121.792885,39.186144,2018-07-31,0.23,0.0,592.0,17.5,57.125,41.25,85.0,3.7,89.9,75.9,2018,96348.0,159.7810945273632,603.0,4.35,95.65,0.0,0.0,0.0,0.0,41.25,57.125,0.0411568409343715,0.0,145.825,54.125,7,31
napa,135.0,-122.18353,38.51943,2018-07-28,0.22,0.0,637.0,14.5,52.475,29.950000000000003,93.0,3.6,86.5,69.2,2018,138789.0,184.55984042553192,752.0,0.0,100.0,33.39,0.0,0.0,0.0,29.950000000000003,52.475,0.0416184971098265,0.0,149.075,51.075,7,28
mendocino,972.0,-123.08489,39.82877,2018-07-31,0.28,0.0,670.0,13.45,60.875,29.550000000000004,87.0,3.5,84.5,71.3,2018,87401.0,24.92187054462504,3507.0,0.0,100.0,23.09,0.0,0.0,0.0,29.550000000000004,60.875,0.0414201183431952,0.0,151.375,58.275,7,31
shasta,35.0,-121.6002,40.95673,2018-07-29,0.23,0.0,590.0,12.4,58.62500000000001,25.85000000000001,91.0,3.4,82.5,71.9,2018,179709.0,47.592425847457626,3776.0,27.33,72.67,28.61,0.0,0.0,0.0,25.85000000000001,58.62500000000001,0.0412121212121212,0.0,153.025,56.82500000000001,7,29
san luis obispo,51.0,-120.64398,35.30151,2018-09-16,0.2,0.0,498.0,15.8,55.4875,38.475,100.0,5.1,122.7,67.8,2018,283354.0,85.83883671614662,3301.0,0.0,100.0,88.66,34.3,0.0,0.0,38.475,55.4875,0.0415647921760391,0.0,160.5875,55.4875,9,16
san diego,14.0,-116.77154,33.05737,2018-08-06,0.25,0.02,685.0,20.2,52.8,48.400000000000006,95.0,2.7,64.3,79.1,2018,3333861.0,791.890973871734,4210.0,0.0,100.0,100.0,100.0,0.0,0.0,48.400000000000006,52.8,0.0419906687402799,2.9197080291970804e-05,150.51999999999998,51.8,8,6
el dorado,67.0,-120.874167,38.645,2018-08-01,0.31,0.0,661.0,11.6,54.6,59.60000000000001,46.0,5.5,131.7,70.5,2018,190746.0,111.67798594847775,1708.0,84.29,15.71,0.0,0.0,0.0,0.0,59.60000000000001,54.6,0.0417615793470007,0.0,106.1,43.8,8,1
el dorado,66.0,-121.03918,38.82128,2018-08-01,0.31,0.0,661.0,11.6,54.6,59.60000000000001,46.0,5.5,131.7,70.5,2018,190746.0,111.67798594847775,1708.0,84.29,15.71,0.0,0.0,0.0,0.0,59.60000000000001,54.6,0.0417615793470007,0.0,106.1,43.8,8,1
placer,695.0,-121.451307,38.82426,2018-08-01,0.25,0.0,604.0,13.6,56.85,53.30000000000001,54.0,2.7,65.1,78.3,2018,392330.0,278.8415067519545,1407.0,61.8,38.2,0.0,0.0,0.0,0.0,53.30000000000001,56.85,0.0414746543778801,0.0,113.55,47.64999999999999,8,1
monterey,2225.0,-120.343056,35.847778,2018-08-06,0.31,0.0,646.0,11.6,61.35,21.9,97.0,6.9,165.6,72.4,2018,433950.0,132.22120658135285,3282.0,0.0,100.0,7.61,0.0,0.0,0.0,21.9,61.35,0.0416666666666666,0.0,165.25,60.74999999999999,8,6
orange,23136.0,-117.52055,33.69888,2018-08-06,0.26,0.0,708.0,18.9,54.675,45.95,93.0,3.6,85.8,79.6,2018,3175973.0,4005.010088272383,793.0,0.0,100.0,100.0,100.0,0.0,0.0,45.95,54.675,0.0419580419580419,0.0,151.275,53.275000000000006,8,6
riverside,35.0,-117.460278,33.759722,2018-08-06,0.28,0.0,677.0,15.5,60.775,49.35000000000001,74.0,3.6,85.4,78.3,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,49.35000000000001,60.775,0.0421545667447306,0.0,138.375,55.575,8,6
calaveras,290.0,-120.872244,38.061298,2018-08-06,0.2866666666666667,0.0,658.0,14.4,59.28333333333334,46.16666666666667,67.66666666666667,4.433333333333334,105.56666666666668,77.36666666666666,2018,45698.0,44.80196078431373,1020.0,74.27,25.73,0.0,0.0,0.0,0.0,46.16666666666667,59.28333333333334,0.0419955794126934,0.0,131.38333333333335,52.81666666666667,8,6
plumas,117.0,-121.27,39.996944,2018-08-07,0.2933333333333333,0.0,639.0,13.3,57.79166666666667,42.98333333333333,61.333333333333336,5.266666666666667,125.73333333333336,76.43333333333334,2018,18741.0,7.340775558166863,2553.0,90.81,9.19,0.0,0.0,0.0,0.0,42.98333333333333,57.79166666666667,0.0418875927889713,0.0,124.39166666666668,50.05833333333334,8,7
kings,2995.0,-119.98329,35.97896,2018-08-06,0.3,0.0,620.0,12.2,56.3,39.8,55.0,6.1,145.9,75.5,2018,151382.0,108.82961897915168,1391.0,0.0,100.0,100.0,0.0,0.0,0.0,39.8,56.3,0.0418094585332419,0.0,117.4,47.3,8,6
kern,114.0,-118.80138889,35.56888889,2018-08-16,0.25,0.0,357.0,17.7,54.625,60.25,77.0,3.2,77.7,82.1,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.12,0.0,0.0,0.0,60.25,54.625,0.0411840411840411,0.0,134.825,50.025,8,16
shasta,46150.0,-122.219,40.896,2018-08-09,0.24,0.0,598.0,11.1,58.775,25.75000000000001,89.0,3.5,85.1,71.0,2018,179709.0,47.592425847457626,3776.0,27.35,72.65,28.92,0.0,0.0,0.0,25.75000000000001,58.775,0.0411280846063454,0.0,151.275,56.575,8,9
riverside,23.0,-117.066643,33.946896,2018-08-22,0.24,0.0,618.0,18.7,51.62499999999999,54.64999999999999,91.0,4.1,97.6,76.9,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,54.64999999999999,51.62499999999999,0.0420081967213114,0.0,146.725,49.825,8,22
san diego,250.0,-116.902985,33.076239,2018-08-09,0.23,0.0,556.0,17.6,52.675,58.750000000000014,68.0,2.6,63.4,79.2,2018,3333861.0,791.890973871734,4210.0,0.0,100.0,100.0,100.0,0.0,0.0,58.750000000000014,52.675,0.0410094637223974,0.0,123.275,46.275000000000006,8,9
shasta,1900.0,-121.52225,40.99344,2018-08-09,0.24,0.0,598.0,11.1,58.775,25.75000000000001,89.0,3.5,85.1,71.0,2018,179709.0,47.592425847457626,3776.0,27.35,72.65,28.92,0.0,0.0,0.0,25.75000000000001,58.775,0.0411280846063454,0.0,151.275,56.575,8,9
napa,10.0,-122.26389,38.27229,2018-08-09,0.22,0.0,583.0,16.1,59.825,30.250000000000007,95.0,2.8,68.1,68.8,2018,138789.0,184.55984042553192,752.0,0.0,100.0,31.19,0.0,0.0,0.0,30.250000000000007,59.825,0.0411160058737151,0.0,157.625,58.825,8,9
contra costa,30.0,-122.14097,37.99618,2018-08-17,0.28,0.0,656.0,11.8,59.5,37.0,86.0,5.6,134.4,73.2,2018,1150519.0,1604.629009762901,717.0,0.0,100.0,0.0,0.0,0.0,0.0,37.0,59.5,0.0416666666666666,0.0,151.1,56.7,8,17
napa,2490.0,-122.44468,38.69601,2018-09-08,0.21,0.0,597.0,12.8,57.87500000000001,22.35000000000001,94.0,3.1,75.2,67.6,2018,138789.0,184.55984042553192,752.0,0.0,100.0,31.19,0.0,0.0,0.0,22.35000000000001,57.87500000000001,0.0412234042553191,0.0,154.975,56.675,9,8
solano,2162.0,-122.043747,38.431278,2018-08-10,0.235,0.0,609.0,14.4,61.25000000000001,36.10000000000001,89.0,2.9,69.4,77.2,2018,445725.0,542.2445255474453,822.0,0.0,100.0,5.3,0.0,0.0,0.0,36.10000000000001,61.25000000000001,0.0417867435158501,0.0,153.15,59.05,8,10
kern,34.0,-118.51651,35.17156,2018-08-17,0.26,0.0,642.0,17.2,57.925,51.650000000000006,74.0,3.2,77.7,81.4,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.12,0.0,0.0,0.0,51.650000000000006,57.925,0.0411840411840411,0.0,135.125,52.725,8,17
nevada,16.0,-121.07039,39.10494,2018-08-12,0.245,0.005,642.0,18.55,51.6875,54.875,84.5,3.1,74.4,80.25,2018,99508.0,103.8705636743215,958.0,47.62,52.38,0.0,0.0,0.0,0.0,54.875,51.6875,0.0416666666666666,7.78816199376947e-06,139.2925,48.5875,8,12
san diego,100.0,-117.0242529,33.0971179,2018-08-13,0.23,0.01,642.0,19.9,45.45,58.1,95.0,3.0,71.1,79.1,2018,3333861.0,791.890973871734,4210.0,0.0,100.0,100.0,100.0,0.0,0.0,58.1,45.45,0.0421940928270042,1.557632398753894e-05,143.46,44.45,8,13
monterey,700.0,-120.82226,36.00912,2018-08-11,0.28,0.0,608.0,12.1,57.24999999999999,30.89999999999999,92.0,5.7,135.8,72.4,2018,433950.0,132.22120658135285,3282.0,0.0,100.0,7.61,0.0,0.0,0.0,30.89999999999999,57.24999999999999,0.0419734904270986,0.0,154.95,55.64999999999999,8,11
tulare,496.0,-118.7393,35.79012,2018-08-15,0.25,0.0,688.0,15.6,55.425,48.650000000000006,80.0,3.0,71.8,80.3,2018,464589.0,96.30783582089552,4824.0,0.0,100.0,17.51,0.0,0.0,0.0,48.650000000000006,55.425,0.0417827298050139,0.0,138.425,51.425,8,15
modoc,39387.0,-121.04386,41.38544,2018-08-15,0.16,0.0,396.0,10.3,53.875,28.75,72.0,3.8,90.5,68.4,2018,8800.0,2.2289766970618032,3948.0,59.58,40.42,9.07,0.0,0.0,0.0,28.75,53.875,0.041988950276243,0.0,129.675,48.275,8,15
alameda,48.0,-122.02805,37.69926,2018-08-26,0.18,0.0,573.0,13.9,41.875,42.35,89.0,3.6,87.1,69.6,2018,1666756.0,2261.5413839891453,737.0,0.0,100.0,0.0,0.0,0.0,0.0,42.35,41.875,0.0413318025258323,0.0,134.475,39.675,8,26
kern,367.0,-118.6525,35.51777778,2018-08-18,0.24,0.0,579.0,12.25,48.75000000000001,32.7,89.0,3.75,90.65,68.8,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.12,0.0,0.0,0.0,32.7,48.75000000000001,0.0413678985107556,0.0,141.5,46.55,8,18
shasta,155.0,-122.89055556,40.36888889,2018-08-19,0.23,0.0,585.0,10.6,55.625,23.050000000000004,89.0,3.9,94.2,68.0,2018,179709.0,47.592425847457626,3776.0,27.35,72.65,28.92,0.0,0.0,0.0,23.050000000000004,55.625,0.0414012738853503,0.0,148.525,53.425,8,19
santa barbara,1014.0,-120.09222222,35.11416667,2018-08-19,0.22,0.0,588.0,15.6,54.225,38.65,96.0,4.7,111.7,81.9,2018,445780.0,163.05047549378202,2734.0,0.0,100.0,100.0,93.76,0.0,0.0,38.65,54.225,0.0420769919427036,0.0,154.92499999999998,53.425,8,19
riverside,10.0,-117.171731,33.627006,2018-08-19,0.24,0.0,638.0,19.8,53.7,52.6,86.0,3.7,89.3,78.7,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,52.6,53.7,0.0414333706606942,0.0,143.39999999999998,50.900000000000006,8,19
madera,289.0,-120.002619,37.197039,2018-08-23,0.215,0.0,582.5,19.05,51.6625,52.02499999999999,88.5,3.7,89.0,77.4,2018,156882.0,73.41226017781938,2137.0,8.35,91.65,7.48,0.0,0.0,0.0,52.02499999999999,51.6625,0.0415730337078651,0.0,143.86249999999998,49.3625,8,23
riverside,32.0,-117.20534,33.97902,2018-08-25,0.19,0.0,527.0,18.3,49.625,51.45,91.0,3.7,88.7,76.1,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,51.45,49.625,0.0417136414881623,0.0,144.325,47.825,8,25
madera,88.0,-119.431667,37.179167,2018-08-27,0.1975,0.0,550.0,18.03333333333333,53.6625,35.425000000000004,93.0,2.8,89.23333333333333,76.13333333333333,2018,156882.0,73.41226017781938,2137.0,8.35,91.65,7.48,0.0,0.0,0.0,35.425000000000004,53.6625,0.0313784086664176,0.0,149.4625,52.2625,8,27
lake,103.0,-122.57496,39.02017,2018-08-26,0.205,0.0,573.0,17.766666666666666,57.7,19.4,95.0,1.9,89.76666666666667,76.16666666666667,2018,64317.0,51.24860557768924,1255.0,0.0,100.0,87.77,0.0,0.0,0.0,19.4,57.7,0.0211659858893427,0.0,154.6,56.7,8,26
riverside,36.0,-117.085354,33.640051,2018-08-27,0.19,0.0,536.0,17.5,49.3,48.6,92.0,3.8,90.3,76.2,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,12.76,0.0,48.6,49.3,0.0420819490586932,0.0,145.10000000000002,47.7,8,27
los angeles,166.0,-117.846111,34.2325,2018-09-09,0.22,0.0,586.0,16.9,56.85,38.9,88.0,3.6,85.3,74.4,2018,10073906.0,2481.2576354679804,4060.0,0.0,100.0,100.0,82.14,0.0,0.0,38.9,56.85,0.0422039859320046,0.0,148.45,54.45,9,9
lake,60.0,-122.3625,38.8275,2018-08-30,0.186,0.0,577.0,15.6,54.725,18.85000000000001,100.0,1.7,98.0,76.55000000000001,2018,64317.0,51.24860557768924,1255.0,0.0,100.0,87.77,0.0,0.0,0.0,18.85000000000001,54.725,0.0173469387755102,0.0,156.42499999999998,54.725,8,30
santa barbara,172.0,-119.61416,34.576944,2018-09-01,0.2,0.0,565.0,14.3,48.400000000000006,37.2,93.0,4.6,110.7,78.7,2018,445780.0,163.05047549378202,2734.0,0.0,100.0,100.0,93.76,0.0,0.0,37.2,48.400000000000006,0.041553748870822,0.0,146.0,47.00000000000001,9,1
modoc,15.0,-120.72362,41.52123,2018-09-02,0.21,0.0,610.0,7.1,55.55,10.699999999999996,85.0,3.3,78.4,63.5,2018,8800.0,2.2289766970618032,3948.0,59.87,40.13,20.27,9.26,0.0,0.0,10.699999999999996,55.55,0.0420918367346938,0.0,143.85000000000002,52.55,9,2
san bernardino,125.0,-117.244366,34.15475,2018-08-31,0.27,0.0,649.0,6.3,57.775,38.55,41.0,5.3,126.6,70.3,2018,2166753.0,107.9705501295595,20068.0,0.0,100.0,89.37,36.43,1.05,0.0,38.55,57.775,0.0418641390205371,0.0,104.075,45.975,8,31
shasta,63311.0,-122.43,40.9425,2018-09-05,0.22,0.0,574.0,9.2,55.275000000000006,20.35,84.0,4.6,110.0,67.2,2018,179709.0,47.592425847457626,3776.0,26.89,73.11,28.92,0.0,0.0,0.0,20.35,55.275000000000006,0.0418181818181818,0.0,143.875,52.075,9,5
trinity,63311.0,-122.43,40.9425,2018-09-05,0.215,0.0,567.0,10.266666666666666,59.75000000000001,19.3,85.5,3.2,97.13333333333334,69.96666666666667,2018,12567.0,3.953129915067631,3179.0,0.0,100.0,66.54,0.0,0.0,0.0,19.3,59.75000000000001,0.0329444063143445,0.0,148.45,56.85000000000001,9,5
lake,24.0,-122.85276,38.91842,2018-09-03,0.21,0.0,560.0,11.333333333333334,64.225,18.249999999999982,87.0,1.8,84.26666666666667,72.73333333333333,2018,64317.0,51.24860557768924,1255.0,0.0,100.0,87.77,0.0,0.0,0.0,18.249999999999982,64.225,0.0213607594936708,0.0,153.025,61.62499999999999,9,3
placer,1120.0,-120.658333,39.268611,2018-09-03,0.22,0.0,514.0,12.4,53.3,49.400000000000006,54.0,3.0,71.4,75.5,2018,392330.0,278.8415067519545,1407.0,61.43,38.57,0.0,0.0,0.0,0.0,49.400000000000006,53.3,0.042016806722689,0.0,110.3,44.1,9,3
el dorado,150.0,-120.92611,38.94388,2018-09-04,0.27,0.0,572.0,9.5,52.775000000000006,56.94999999999999,39.0,5.5,132.2,67.6,2018,190746.0,111.67798594847775,1708.0,84.25,15.75,0.0,0.0,0.0,0.0,56.94999999999999,52.775000000000006,0.0416036308623298,0.0,97.275,40.575,9,4
shasta,13.0,-122.400556,40.678889,2018-09-04,0.21,0.0,576.0,9.9,57.025,18.64999999999999,85.0,3.6,86.2,67.5,2018,179709.0,47.592425847457626,3776.0,26.89,73.11,28.92,0.0,0.0,0.0,18.64999999999999,57.025,0.0417633410672853,0.0,145.625,54.025,9,4
tuolumne,573.0,-120.61746,37.83388,2018-09-08,0.2125,0.0,573.0,10.075,55.4,20.3,87.0,4.275,102.375,68.125,2018,54387.0,24.487618190004504,2221.0,7.91,92.09,0.0,0.0,0.0,0.0,20.3,55.4,0.0417582417582417,0.0,146.675,52.8,9,8
trinity,1751.0,-123.52019,40.616251,2018-09-04,0.215,0.0,570.0,10.25,53.775000000000006,21.95,89.0,4.95,118.55,68.75,2018,12567.0,3.953129915067631,3179.0,0.0,100.0,66.54,0.0,0.0,0.0,21.95,53.775000000000006,0.041754533951919,0.0,147.725,51.575,9,4
mono,6974.0,-119.45186,38.347395,2018-09-04,0.2175,0.0,567.0,10.425,52.15,23.60000000000001,91.0,5.625,134.72500000000002,69.375,2018,14403.0,4.723843883240407,3049.0,62.14,37.86,0.0,0.0,0.0,0.0,23.60000000000001,52.15,0.0417517164594544,0.0,148.775,50.35,9,4
monterey,411.0,-121.1563,36.35502,2018-09-13,0.22,0.0,564.0,10.6,50.52499999999999,25.250000000000007,93.0,6.3,150.9,70.0,2018,433950.0,132.22120658135285,3282.0,0.0,100.0,7.61,0.0,0.0,0.0,25.250000000000007,50.52499999999999,0.0417495029821073,0.0,149.825,49.12499999999999,9,13
marin,152.0,-122.727,38.02447,2018-09-10,0.18,0.0,581.0,14.0,48.50000000000001,34.60000000000001,96.0,3.3,78.4,70.2,2018,259662.0,499.35,520.0,0.0,100.0,0.0,0.0,0.0,0.0,34.60000000000001,48.50000000000001,0.0420918367346938,0.0,147.8,47.70000000000001,9,10
kern,200.0,-118.92485,34.91482,2018-09-12,0.22,0.0,600.0,9.5,53.6,39.2,69.0,3.3,80.4,78.0,2018,893758.0,109.86576521204672,8135.0,0.0,100.0,84.12,0.0,0.0,0.0,39.2,53.6,0.0410447761194029,0.0,125.9,47.4,9,12
riverside,25.0,-116.93188,33.80406,2018-09-14,0.23,0.0,543.0,11.2,56.45,43.3,74.0,3.7,88.5,74.5,2018,2445789.0,339.2688306283812,7209.0,0.0,100.0,100.0,98.14,33.36,0.0,43.3,56.45,0.0418079096045197,0.0,134.14999999999998,51.24999999999999,9,14
el dorado,12.0,-120.65672,38.7448,2018-09-20,0.22,0.0,522.0,7.6,48.35,47.10000000000001,43.0,5.4,130.1,64.1,2018,190746.0,111.67798594847775,1708.0,84.25,15.75,0.0,0.0,0.0,0.0,47.10000000000001,48.35,0.0415065334358186,0.0,96.75,36.95,9,20
los angeles,3380.0,-118.60858,34.48229,2018-09-22,0.19,0.0,522.0,16.1,53.725,43.24999999999999,95.0,3.0,72.7,72.0,2018,10073906.0,2481.2576354679804,4060.0,0.0,100.0,100.0,82.14,0.0,0.0,43.24999999999999,53.725,0.0412654745529573,0.0,151.725,52.725,9,22
madera,360.0,-119.68912,37.38789,2018-09-22,0.1833333333333333,0.0,498.3333333333333,14.833333333333334,53.19166666666666,39.78333333333333,91.66666666666669,3.533333333333333,85.16666666666667,69.93333333333334,2018,156882.0,73.41226017781938,2137.0,8.35,91.65,7.48,0.0,0.0,0.0,39.78333333333333,53.19166666666666,0.0414872798434442,0.0,148.39166666666668,51.525,9,22
lassen,53.0,-120.93005,40.33642,2018-09-22,0.1766666666666666,0.0,474.6666666666667,13.566666666666668,52.65833333333335,36.31666666666667,88.33333333333333,4.066666666666666,97.63333333333333,67.86666666666666,2018,30618.0,6.742567716362035,4541.0,99.93,0.07,0.0,0.0,0.0,0.0,36.31666666666667,52.65833333333335,0.0416524411061795,0.0,145.05833333333334,50.32500000000001,9,22
tehama,261.0,-121.43025,40.34256,2018-09-28,0.17,0.0,451.0,12.3,52.12500000000001,32.85000000000001,85.0,4.6,110.1,65.8,2018,64018.0,21.70837572058325,2949.0,1.85,98.15,48.53,0.0,0.0,0.0,32.85000000000001,52.12500000000001,0.0417801998183469,0.0,141.725,49.12500000000001,9,28
shasta,76.0,-122.17173,40.5939,2018-09-28,0.17,0.0,452.0,7.1,55.925,5.650000000000006,79.0,4.0,96.2,60.1,2018,179709.0,47.592425847457626,3776.0,24.24,75.76,28.92,0.0,0.0,0.0,5.650000000000006,55.925,0.0415800415800415,0.0,138.925,51.725,9,28
santa clara,30.0,-121.75815,37.33563,2018-09-23,0.17,0.0,527.0,12.3,55.400000000000006,21.2,100.0,3.3,79.7,64.4,2018,1932337.0,1496.7753679318355,1291.0,0.0,100.0,0.0,0.0,0.0,0.0,21.2,55.400000000000006,0.041405269761606,0.0,158.70000000000002,55.400000000000006,9,23
butte,33.0,-121.62168,39.84151,2018-09-24,0.17,0.0,492.0,10.7,57.9,27.00000000000001,86.0,2.5,60.0,66.8,2018,230339.0,140.7940097799511,1636.0,0.0,100.0,0.0,0.0,0.0,0.0,27.00000000000001,57.9,0.0416666666666666,0.0,146.4,55.1,9,24
san luis obispo,80.0,-120.258,-120.258,2018-09-29,0.12,0.0,392.0,13.2,41.675,40.35,93.0,2.8,68.1,68.4,2018,283354.0,85.83883671614662,3301.0,0.0,100.0,88.66,34.3,0.0,0.0,40.35,41.675,0.0411160058737151,0.0,137.47500000000002,40.275,9,29
san bernardino,53.0,-117.42431,34.24138,2018-09-26,0.2,0.0,539.0,8.8,56.1,39.8,54.0,3.4,81.3,69.4,2018,2166753.0,107.9705501295595,20068.0,0.0,100.0,89.37,36.43,3.18,0.0,39.8,56.1,0.041820418204182,0.0,113.5,46.89999999999999,9,26
monterey,150.0,-121.24898,35.97677,2018-10-02,0.16,0.0,383.0,12.3,52.125,35.25,83.0,4.1,99.1,68.1,2018,433950.0,132.22120658135285,3282.0,0.0,100.0,7.61,0.0,0.0,0.0,35.25,52.125,0.0413723511604439,0.0,139.225,48.725,10,2
fresno,32.0,-119.3127769,36.938674,2018-10-02,0.17,0.0,402.0,13.7,48.50000000000001,54.60000000000001,61.0,6.2,147.6,72.5,2018,991950.0,166.49043303121854,5958.0,7.53,92.47,43.57,0.0,0.0,0.0,54.60000000000001,48.50000000000001,0.0420054200542005,0.0,115.7,40.70000000000001,10,2
tehama,3889.0,-122.18,40.22027778,2018-10-07,0.26,0.0,444.0,7.4,44.975,44.95,48.0,13.3,319.6,64.2,2018,64018.0,21.70837572058325,2949.0,1.85,98.15,48.53,0.0,0.0,0.0,44.95,44.975,0.0416145181476846,0.0,106.275,34.575,10,7
santa clara,63.0,-121.68694444,37.1769444,2018-10-07,0.21,0.0,462.0,10.1,49.7,35.00000000000001,98.0,6.8,163.6,64.0,2018,1932337.0,1496.7753679318355,1291.0,0.0,100.0,0.0,0.0,0.0,0.0,35.00000000000001,49.7,0.0415647921760391,0.0,154.5,49.3,10,7
